Datatype,CIFAR10
Train Size,1500
Test Size,300
Learning Rate,0.01
Batch Size,50
loss
1.0601147413253784,
0.910471498966217,
0.8578470349311829,
0.7998077869415283,
0.7407828569412231,
0.7070662379264832,
0.6738331317901611,
0.6422926783561707,
0.6198634505271912,
0.6134726405143738,
0.5750164985656738,
0.5524610877037048,
0.5527136325836182,
0.5048617720603943,
0.48645955324172974,
0.49745500087738037,
0.4736865162849426,
0.4648115634918213,
0.4550566077232361,
0.4939936399459839,
accuracy
0.44866666197776794,
0.5773333311080933,
0.593999981880188,
0.6566666960716248,
0.6746666431427002,
0.7026666402816772,
0.7193333506584167,
0.734000027179718,
0.7393333315849304,
0.7393333315849304,
0.7546666860580444,
0.7766666412353516,
0.781333327293396,
0.79666668176651,
0.8040000200271606,
0.8013333082199097,
0.812666654586792,
0.8086666464805603,
0.8226666450500488,
0.8059999942779541,
val_loss
0.9045977592468262,
0.9540619850158691,
0.9178207516670227,
0.8408533930778503,
0.8198882937431335,
0.8217412829399109,
0.8002960681915283,
0.8388665914535522,
0.8303318023681641,
0.8243901133537292,
0.798947811126709,
0.8437591195106506,
0.8660823702812195,
0.8493338227272034,
0.878818690776825,
0.8835722804069519,
0.8709142804145813,
0.9214215874671936,
0.8919506072998047,
0.9484153985977173,
val_accuracy
0.6000000238418579,
0.5600000023841858,
0.5633333325386047,
0.596666693687439,
0.6433333158493042,
0.6499999761581421,
0.6433333158493042,
0.6333333253860474,
0.6499999761581421,
0.6466666460037231,
0.653333306312561,
0.6333333253860474,
0.6333333253860474,
0.6733333468437195,
0.6399999856948853,
0.6433333158493042,
0.6633333563804626,
0.6466666460037231,
0.6566666960716248,
0.6466666460037231,
